user_input,retrieved_contexts,reference,context_recall,context_precision
when does the role William Vere Reeve King-Fane change?,"['John Lone\nJohn Lone (; born October 13, 1952) is a Hong Kong-born American actor.  Lone has played roles as diverse as a caveman in ""Iceman"" (1984), Puyi in ""The Last Emperor"" (1987), and an apparently female opera performer in ""M. Butterfly"" (1993).', 'Four Kings\nFour Kings is an American sitcom introduced as a part of NBC\'s winter 2006 programming but cancelled before the end of the season.  It aired at 8:30pm on Thursdays.  It starred Seth Green, Josh Cooke, Shane McRae, and Todd Grinnell.  The show was created by David Kohan and Max Mutchnick, both of whom created ""Will & Grace"".', 'Texas Chainsaw 3D\nTexas Chainsaw (promoted as Texas Chainsaw 3D) is a 2013 American slasher film directed by John Luessenhop, with a screenplay by Adam Marcus, Debra Sullivan and Kirsten Elms and a story by Stephen Susco, Marcus and Sullivan.  It is the seventh installment in ""The Texas Chainsaw Massacre"" franchise and was presented in 3-D.  The film serves as a direct sequel to the 1974 film ""The Texas Chain Saw Massacre"" (ignoring the events of the second, and films, not including the remake films).  The film stars Alexandra Daddario, Dan Yeager, Trey Songz, Tania Raymonde, Scott Eastwood, Thom Barry, Paul Rae and Bill Moseley, with Gunnar Hansen and Marilyn Burns, who had appeared in the original 1974 film.  The story centers on Heather, who discovers tha']","Colonel William Vere Reeve King-Fane, JP, DL (born Fane; 29 October 1868 – 5 November 1943) was an English local politician, magistrate and landowner, who served as Vice-Chairman of Kesteven County Council and High Sheriff of Lincolnshire.
 The High Sheriff changes every March.",0.0,0.0
Which team does the player named 2015 Diamond Head Classic's MVP play for?,"[""2015 Diamond Head Classic\nThe 2015 Diamond Head Classic was a mid-season eight-team college basketball tournament that was played on December 22, 23, and 25 at the Stan Sheriff Center in Honolulu, Hawaii.  It was the seventh annual Diamond Head Classic tournament and was part of the 2015–16 NCAA Division I men's basketball season.  No. 3-ranked Oklahoma defeated Harvard to win the tournament championship.  Buddy Hield was named the tournament's MVP."", ""2010 Diamond Head Classic\nThe 2010 Diamond Head Classic was a mid-season eight-team college basketball tournament played on December 22, 23, and 25 at the Stan Sheriff Center in Honolulu, Hawaii.  It was the second annual Diamond Head Classic tournament and was part of the 2010–11 NCAA Division I men's basketball season.  Butler defeated Washington State to win the tournament championship.  Matt Howard was named the tournament's MVP."", ""2013 Diamond Head Classic\nThe 2013 Diamond Head Classic was a mid-season eight-team college basketball tournament played on December 22, 23, and 25 at the Stan Sheriff Center in Honolulu, Hawaii.  It was the fifth annual Diamond Head Classic tournament and was part of the 2013–14 NCAA Division I men's basketball season.  No. 14-ranked Iowa State defeated Boise State 70–66 to win the tournament championship.  DeAndre Kane was named the tournament's MVP.""]"," Buddy Hield was named the tournament's MVP.
Chavano Rainier ""Buddy"" Hield (born December 17, 1993) is a Bahamian professional basketball player for the Sacramento Kings of the National Basketball Association (NBA).",0.5,0.9999999999
What is the name of the company that wholly owns the Value Alliance airline whose head office is within Terminal 2 of Narita International Airport?,"['Vanilla Air\nVanilla Air Inc. (バニラ・エア株式会社 , Banira Ea Kabushiki Kaisha ) is a low-cost airline in Japan wholly owned by All Nippon Airways.  Its head office is within Terminal 2 of Narita International Airport in Narita, Chiba Prefecture.', 'Narita Airport Terminal 2·3 Station\nNarita Airport Terminal 2·3 (Airport Terminal 2) Station (空港第2ビル駅 , Kūkō-daini-biru eki ) is an underground railway station located beneath Terminal 2 of Narita International Airport in Narita, Chiba, Japan.  The station is linked to Higashi-Narita Station by a 500\xa0m underground passage.  The station serves both Terminal 2 and the nearby Terminal 3.', 'FedEx Express Flight 80\nFedEx Express Flight 80 was a scheduled cargo flight from Guangzhou Baiyun International Airport in the People\'s Republic of China, to Narita International Airport in Narita, Chiba Prefecture (near Tokyo), Japan.  On March 23, 2009, a McDonnell Douglas MD-11F (N526FE) operating the flight crashed at 6:48 am JST (21:48 UTC, March 22), while attempting a landing on Runway 34L in gusty wind conditions.  The aircraft became destabilized at flare and touchdown resulting in an unrecovered ""bounced"" landing with structural failure of the landing gear and airframe, and came to rest off the runway, inverted, and burning fiercely.  The captain and first officer, the jet\'s only occupants, were both killed.']"," It comprises seven Asia-Pacific airlines: Cebu Pacific, Jeju Air, Nok Air, NokScoot, Scoot, Tigerair Australia and Vanilla Air, along with Tigerair who merged with Scoot under the Scoot brand.
Vanilla Air Inc. (バニラ・エア株式会社 , Banira Ea Kabushiki Kaisha ) is a low-cost airline in Japan wholly owned by All Nippon Airways.
 Its head office is within Terminal 2 of Narita International Airport in Narita, Chiba Prefecture.",0.6666666666666666,0.9999999999
"When did the character on Grey's Anatomy, played by the same actor who portrayed Rev James Lawson in ""Lee Daniel's The Butler"", debut?","['Jesse Williams (actor)\nJesse Wesley Williams (born August 5, 1981) is an American actor, model, and activist, best known for his role as Dr. Jackson Avery on the ABC Television series ""Grey\'s Anatomy"".  He also appeared in the 2013 film ""Lee Daniels\' The Butler"" as civil rights leader Rev. James Lawson.  His other roles have included Holden in ""The Cabin in the Woods"" (2012); Officer Eddie Quinlan in ""Brooklyn\'s Finest"" (2009); and Leo, Lena\'s boyfriend, in the film sequel ""The Sisterhood of the Traveling Pants 2"" (2008).', 'Jackson Avery\nJackson Avery, M.D. is a fictional character from ABC prime time medical drama, ""Grey\'s Anatomy"", portrayed by actor Jesse Williams.  The character was created by series creator and executive producer, Shonda Rhimes.  He was introduced in season six, episode 5, ""Invasion"" as a former surgical resident from ""Mercy West Medical Center"" when it merges with ""Seattle Grace Hospital"".  Williams initially appeared as a recurring cast member, and was later promoted to a series regular in season seven.  The character\'s focal storyline involved his attempt to fit in at his new work environment, and trying to finding his own successes, instead of riding on the coattails of his famous family name.  The character has also had significant romances with Lexie', 'acter has also had significant romances with Lexie Grey and Stephanie Edwards.  He was married but is now divorced to April Kepner.  The couple had a child, Samuel Avery, who died soon after birth.  However, the pair have a daughter, Harriett, who was not named after Catherine much to her dismay.  She was conceived prior to the divorce.  Dr. Avery later becomes a member of the board of directors at the newly established, ""Grey Sloan Memorial Hospital"", and is the current chairman.']"," He also appeared in the 2013 film ""Lee Daniels' The Butler"" as civil rights leader Rev. James Lawson.
 He was introduced in season six, episode 5, ""Invasion"" as a former surgical resident from ""Mercy West Medical Center"" when it merges with ""Seattle Grace Hospital"".",1.0,0.99999999995
"Who died first, Bryce Courtenay or Juan Carlos Onetti?","['Bryce Courtenay\nBryce Courtenay, AM (14 August 193322 November 2012) was a South African/Australian advertising director and novelist.  He is one of Australia\'s best-selling authors, notable for his book ""The Power of One"".', 'John Fogerty (engineer)\nJohn Fogerty was an Irish millwright, architect, builder, and civil engineer, active in early to mid-19th-century Limerick. He was the brother of Joseph Fogerty, Sr. and the father of engineer and novelist Joseph Fogerty of London, architect William Fogerty of Dublin, and grandfather of architect John Frederick Fogerty.  He retired as an architect sometime between 1870 and 1879.', 'A Thing of Beauty\nA Thing of Beauty is a novel by author A. J. Cronin, initially published in 1956, with the alternate title of ""Crusader\'s Tomb"".  It tells the story of Stephen Desmonde, an English painter who struggles for recognition in a conventional world, sacrificing everything for his passion for art.  The title is a reference to John Keats\' 1818 poem, ""Endymion"", which begins with ""A thing of beauty is a joy for ever.""']","Bryce Courtenay, AM (14 August 193322 November 2012) was a South African/Australian advertising director and novelist.
Juan Carlos Onetti Borges (July 1, 1909, Montevideo – May 30, 1994, Madrid) was an Uruguayan novelist and author of short stories.",0.5,0.9999999999
What religion is the composer for India's first science fiction film series?,"['Science fiction films in India\nThe genre of science fiction has been prevalent in the Indian film industry since the second half of the 20th century.  Beginning in 1952, the film ""Kaadu"" was made, which was a Tamil-American co-production. "" The Alien"" was a science fiction film under production in the late 1960s which was eventually cancelled.  The film was being directed by Bengali Indian director Satyajit Ray and produced by Hollywood studio Columbia Pictures.  The script was written by Ray in 1967, based on ""Bankubabur Bandhu"", a Bengali story he had written in 1962 for ""Sandesh"", the Ray family magazine.  In 1987, the superhero film ""Mr. India"" was a huge success which strengthened the hold of sci-fi films in India, especially Bollywood.  ""Indiatimes Mov', 's in India, especially Bollywood.  ""Indiatimes Movies"" ranks the movie amongst the ""Top 25 Must See Bollywood Films"".  ""Mr. India"" brought the idea of science fiction to the general people in India.  In 2003, the blockbuster film ""Koi... Mil Gaya"" marked the beginning of the successful Krrish film series, which is the first sci-fi/superhero film series in Indian cinema.  The 2010 Tamil film ""Enthiran"" starring Rajinikanth and Aishwarya Rai is the most expensive and most successful sci/fi film ever produced in India.', 'Zila Khan\nZila Khan is an Indian Sufi singer and actor.  She sings classical and semi-classical musical forms and performs in the tradition of Imdadkhani gharana. She has acted in Bajirao Mastani a film by Sanjay Leela Bhansali and also actively acts in theatrical plays like Gauhar.  She is a playback singer for Bollywood films and advertisements.  Zila stands for Freedom in Education and Gender Equality.  She is a composer and music director.  Zila also produced and directed a documentary called Spirit To Soul on her father Ustad Vilayat Khan.']"," It is considered Indian cinema's first such film series.
Raajesh Rooshan Lal Nagrath (born 24 May 1955) is a Hindi cinema music composer.",0.5,0.0
What public radio network in New York has allowed Eric Plakun to dis his psychiatric work?,"['Free Radio (TV series)\nFree Radio is a television show, created by Lance Krall and Rory Rosegarten.  The show originated on VH1, but has also played on Comedy Central, and Super Channel (Canada).  It stars Lance Krall, prominent for his role on ""The Joe Schmo Show"", and Anna Vocino, who also starred with Krall on ""The Lance Krall Show"".  The show focuses on a dysfunctional radio station, KBOM.  Krall plays a moronic intern turned moronic DJ when KBOM\'s regular shock jock, Rip Rebel, defects to satellite radio.  Lance eventually gets his own show entitled ""Moron in the Morning"".  Real celebrities guest star as themselves with Lance, who often either does not realize who they are or mixes them up with other celebrities on the air.  Most of the dialogue is impr', ""New Jersey Network\nThe New Jersey Network (NJN) was a network of public television and radio stations serving the U.S. state of New Jersey.  NJN was a member of the Public Broadcasting Service (PBS) for television and the National Public Radio (NPR) for radio, broadcasting their programming as well as producing and broadcasting their own programming, mostly relating to issues in New Jersey.  With studios in both Trenton and Newark, NJN's television network covered all of New Jersey, plus parts of Pennsylvania, New York, Connecticut and Delaware; the radio network primarily served several areas of New Jersey that were not covered by Philadelphia and New York City public radio stations."", 'Sports in New York (state)\nNew York has two Major League Baseball teams, the New York Yankees (based in the Bronx) and the New York Mets (based in Queens).  New York is home to three National Hockey League franchises: the New York Rangers in Manhattan, the New York Islanders in Brooklyn and the Buffalo Sabres in Buffalo.  New York has two National Basketball Association teams, the New York Knicks in Manhattan, and the Brooklyn Nets in Brooklyn.  New York has one Major League Soccer team: New York City FC.  Although the New York Red Bulls represent the New York metropolitan area they play in Red Bull Arena, located in Harrison, New Jersey.']","Eric M. Plakun, MD, DLFAPA, FACPsych, is an American board certified psychiatrist, psychoanalyst, researcher and forensic psychiatrist.
 Plakun has been widely published and quoted in the media on psychotherapy and psychiatry, including in The New York Times and The Globe and Mail.
 He has appeared in the media to discuss his psychiatric work on WAMC, the Albany, New York affiliate of NPR.
WAMC is a public radio network headquartered in Albany, New York.",0.0,0.0
The third emperor in the Year of the Four Emperors had how many wives? ,"['Otho\nOtho ( ; Latin: ""Marcus Salvius Otho Caesar Augustus"" ; 28 April 32 – 16 April 69) was Roman emperor for three months, from 15 January to 16 April 69.  He was the second emperor of the Year of the Four Emperors.', 'Year of the Four Emperors\nThe Year of the Four Emperors was a year in the history of the Roman Empire, AD 69, in which four emperors ruled in succession: Galba, Otho, Vitellius, and Vespasian.']","Galeria Fundana (c. 40 – aft.
 69) was a Roman empress of the 1st century CE, the second wife of Roman emperor Vitellius.
 Vitellius was proclaimed emperor following the quick succession of the previous emperors Galba and Otho, in a year of civil war known as the Year of the Four Emperors.",0.3333333333333333,0.49999999995
"Hudson Austin formed a military government with himself as chairman to rule Grenada, after the killing of a Grenadian politician who was the leader of what movement that was an effort in the areas of socio-economic development, education, and black liberation?","[""Hudson Austin\nHudson Austin (born 26 April 1938) is a former general in the People's Revolutionary Army of Grenada.  After the killing of Maurice Bishop, he formed a military government with himself as chairman to rule Grenada."", ""Bernard Coard\nWinston Bernard Coard (born 10 August 1945) is a Grenadian politician who was Deputy Prime Minister in the People's Revolutionary Government of the New Jewel Movement.  Coard launched a coup within the revolutionary government and took power for three days until he was himself deposed by General Hudson Austin.""]"," After the killing of Maurice Bishop, he formed a military government with himself as chairman to rule Grenada.
Maurice Rupert Bishop (29 May 1944 – 19 October 1983) was a Grenadian politician and the leader of New Jewel Movement – popular efforts in the areas of socio-economic development, education, and Black liberation – that came to power during the 13 March 1979 revolution that removed Eric Gairy from office.",0.5,0.0
"Which magazine is focused more on the adult demographic, Jack and Jill or Paper?","['Jack and Jill (magazine)\nJack and Jill is an American bimonthly magazine for children 7 to 12 years old that takes its title from the nursery rhyme of the same name.  It features stories and educational activities.', '$10 million libel suit against the magazine and its writer Janet Malcolm.', 'Look (UK magazine)\nLook is a glossy high street fashion and celebrity weekly magazine for young women.  It is published by Time Inc.  UK, and edited by Ali Hall.  The magazine focuses on fashion, high street shopping advice, celebrity style and news, and real-life stories.', ""Rap-Up\nRap-Up is a magazine launched in 2001 by founder Devin Lazerine.  The publication was originally a website devoted to hip hop, until Lazerine decided to pitch the possibility of a magazine to several publishers.  The magazine is focused on the hip hop and R&B aspect of the music industry, and predominantly features interviews with artists, actors and other entertainers.  Issued quarterly, the magazine's target audience was the 14 to 28 demographic, although the demographic has become older over time.""]","Jack and Jill is an American bimonthly magazine for children 7 to 12 years old that takes its title from the nursery rhyme of the same name.
Paper, stylized as PAPER, is a New York City-based independent magazine focusing on fashion, popular culture, nightlife, music, art and film.",0.5,0.9999999999
"The members of the von Trapp musical group are related to which woman who wrote ""The Story of the Trapp Family Singers""?","['Maria von Trapp\nMaria Augusta von Trapp (née Kutschera; 26 January 1905 – 28 March 1987), also known as Baroness von Trapp, was the stepmother and matriarch of the Trapp Family Singers.  She wrote ""The Story of the Trapp Family Singers"" which was published in 1949.  The story served as the inspiration for the 1956 West German film ""The Trapp Family"", which in turn inspired the Broadway musical ""The Sound of Music"" (1959) and the 1965 film of the same name.', 'The Trapp Family\nThe Trapp Family (German: ""Die Trapp-Familie"" ) is a 1956 West German comedy drama film directed by Wolfgang Liebeneiner and starring Ruth Leuwerik, Hans Holt, and Maria Holst.  Based on Maria von Trapp\'s memoir, ""The Story of the Trapp Family Singers"", the film is about a novice nun sent to care for the unruly children of a wealthy baron, who falls in love with and marries the young woman.  Through her caring influence, the family becomes a famous singing group.  When the baron is pressured to join Hitler\'s army, the family escapes to the United States where they establish themselves as singers.', 'The von Trapps\nThe von Trapps (formerly The von Trapp Children) is a musical group made up of Sofia, Melanie, Amanda and August (formerly Justin) von Trapp, descendants of the Trapp Family Singers.  They are the grandchildren of Werner von Trapp, who was portrayed as Kurt in ""The Sound of Music"", and the great-grandchildren of Georg Ritter von Trapp and his first wife Agathe Whitehead, and the step-great-grandchildren of Maria von Trapp, Georg\'s second wife.']"," They are the grandchildren of Werner von Trapp, who was portrayed as Kurt in ""The Sound of Music"", and the great-grandchildren of Georg Ritter von Trapp and his first wife Agathe Whitehead, and the step-great-grandchildren of Maria von Trapp, Georg's second wife.
 She wrote ""The Story of the Trapp Family Singers"" which was published in 1949.",1.0,0.9999999999666667
"Who is the American actress performed ""Take On The World"" with Sabrina Carpenter?","['Matthew Tishler\nMatthew Tishler is a multi-platinum songwriter and music producer who has written and produced songs for teen pop artists like Ashley Tisdale, China Anne McClain, Ross Lynch and Lemonade Mouth, often for film and television productions.  Tishler has also written and produced music for Asian artists and bands like EXILE Atsushi, Kumi Koda, TVXQ, and BoA.  Tishler is responsible for producing and co-writing the theme song to Girl Meets World, ""Take On The World"", performed by Sabrina Carpenter and Rowan Blanchard.  In early 2016, Tishler was responsible for producing and co-writing a wave of successful K-Pop singles for S.M. Entertainment, including ""Sing for You"" by EXO, ""Rain"" by Taeyeon from Girls\' Generation, and ""Call You Bae"" by Ji-min of', ""e.  Meanwhile, Dexter's sister Debra (Jennifer Carpenter) questions whether her career is more important than her relationship with FBI Special Agent Frank Lundy (Keith Carradine).""]"," Tishler is responsible for producing and co-writing the theme song to Girl Meets World, ""Take On The World"", performed by Sabrina Carpenter and Rowan Blanchard.
Rowan Blanchard (born October 14, 2001) is an American actress.",0.5,0.9999999999
The Black Belly of the Tarantula starred an actress who married what former member of the Beatles?,"['The Age of Not Believing\n""The Age of Not Believing"" is a song written by Robert and Richard Sherman for the 1971 Walt Disney musical film production ""Bedknobs and Broomsticks"".  Angela Lansbury sings the song in the motion picture.  In the lyrics, Lansbury\'s character Eglantine expresses how as children grow up, they lose their belief in magic and doubt themselves.  The song works on two levels, both on a personal, human level and thematically for the whole film- a Britain grown cynical from the pressures of war must learn to borrow from its own past magic in order to overcome the tremendous challenge which lies before it, while the characters in the film must finally learn to trust in Eglantine\'s magic to achieve their goals and save Britain from the Nazis.', 'Debbie Harry\nDeborah Ann Harry (born Angela Tremble; July 1, 1945) is an American singer-songwriter and actress best known as the lead singer of the new wave band Blondie.  Her recordings with the band reached the number one position in the United States and the United Kingdom on multiple occasions from 1978 to 1981.  She is considered the first female rapper to chart at number one in the U.S. owing to her work on ""Rapture"".', 'Alex Belli\nAlex Belli (born 22 December 1982 in Parma) is an Italian model, media personality and actor, best known for his role (Jacopo Castelli, 2010-2015) on daytime soap opera ""CentoVetrine"".  In 2005 Alex Belli started his career as a model in London, Paris, New York City and Milan.  In January 2012 he took part (with Bobo Vieri, Andrés Gil, Anna Tatangelo, Ria Antoniou, Ariadna Romero and other contestant) in the Italian reality show ""Ballando con le Stelle"" hosted on Rai 1 by Milly Carlucci with Paolo Belli and his ""Big Band"".  Alex Belli in 2013, after 3 years of engagement, married Katarina Raniakova, a Slovakian model: they divorced in 2017.']","The Black Belly of the Tarantula is a 1971 Italian giallo film directed by Paolo Cavara.
 The film was shot on location in Rome, Italy in 1970.
Barbara Bach (born Barbara Goldbach; August 27, 1947) is an American actress and model who played the Bond girl Anya Amasova in the James Bond film ""The Spy Who Loved Me"" (1977) as well as the spy Maritza Petrović in ""Force 10 from Navarone"" (1978).
 She married Ringo Starr, former member of the Beatles, in 1981.",0.0,0.0
What dance academy did the starring actress from The Glory of Tang Dynasty graduate from?,"['Jing Tian\nJing Tian (born 21 July 1988) is a Chinese actress.  She graduated from the Beijing Dance Academy and Beijing Film Academy.  She is known for her roles in war epic ""The Warring States"" (2011) and the action films ""Special ID"" and ""Police Story 2013"" (both in 2013).  She is part of the cast for three Legendary Pictures films, including a prominent role in ""The Great Wall"" (2016) as well as """" (2017) and the upcoming """".', 'The Glory of Tang Dynasty\nThe Glory of Tang Dynasty (Chinese: 大唐荣耀) is a 2017 Chinese television series starring Jing Tian and Allen Ren.  It is based on the novel ""The Concubine of Tang: Legend of Pearl"" (大唐后妃传之珍珠传奇) by Cang Mingshui; and tells the fictional love story of Emperor Daizong and Consort Shen, aided by the grandiose historical background of the An Shi Rebellion (755-763).  The series was aired for 92 episodes, split into two seasons, from 29 January to 3 May 2017 on Anhui TV and Beijing TV.', 'Rebecca Forstadt\nRebecca Lynn Forstadt (born December 16, 1953), also known as Reba West, is an American voice actress, best known for playing young female roles in various animated series.  After studying theater at Orange Coast College, in Costa Mesa, California, Forstadt began her acting career by working at Knott\'s Berry Farm\'s Bird Cage Theater, performing melodramas, often as the damsel in distress character.  Later, she went to Hollywood where she worked as a wardrobe mistress on such television shows as ""The White Shadow"" and ""Hill Street Blues"", as well as for the film ""S.O.B."".  She also spent several years doing live theater in the Los Angeles area.  Most notably, she won some recognition for her portrayal of the character Josette in the world pre', 'Branko Tomović\nBranko Tomović (Serbian Cyrillic: ""Бранко Томовић""; born June 17, 1980) is a German-Serbian actor.  He was born in Münster, Germany, though his actual origin is from the Carpathians in Serbia.  His parents emigrated in the \'70s from the Golubac Fortress area on the Danube and Branko was raised between Germany and Serbia before he studied acting at the prestigious Lee Strasberg Theatre Institute in New York City.  Tomović was first seen on the big screen in the lead role in the American Film Institute/Sundance drama ""Remote Control"", for which he received the OmU-Award at the Potsdam Film Festival.  Currently settled in London, with his dark, brooding looks he has appeared in striking roles on British Television.  He played the creepy main susp', 'and in his career, he won $U.S.739,424 in prize money.  He was the first player to be beaten by Pete Sampras in the main draw of a Grand Slam tournament, at the French Open in 1989.  In Davis Cup play, represented Mexico for 15 years, 1981–1995, won 12 doubles matches, and lost 12 as well.  He lost 11 singles matches, and won 8, making his overall win / loss record at the Davis Cup 20–23.  Lozano won his first title at Forest Hills in 1988, with his partner Todd Witsken, and won his last at Athens in 1993.  He resides in Guadalajara, Mexico where he directs a tennis academy for kids and also coaches the men and women tennis team at the University Tec de Monterrey.  He is currently the captain of the Mexican Davis Cup Team.']","The Glory of Tang Dynasty (Chinese: 大唐荣耀) is a 2017 Chinese television series starring Jing Tian and Allen Ren.
 She graduated from the Beijing Dance Academy and Beijing Film Academy.",1.0,0.9999999999
"What band member that released ""Darkhorse"" gave the vocals to ""Starry Eyed Surprise""?","['Starry Eyed Surprise\n""Starry Eyed Surprise"" is a song produced by Paul Oakenfold.  It was released in July 2002 as the second single from his album ""Bunkka"".  It features vocals by Shifty Shellshock of Crazy Town.  It was later included on Shifty Shellshock\'s 2004 album ""Happy Love Sick"", and Oakenfold\'s 2007 album ""Greatest Hits & Remixes, Vol.  1"".', 'Flashlight (DJ Fresh song)\n""Flashlight"" is a song by English singer and songwriter Ellie Goulding featuring production work from DJ Fresh, released as the fourth single from Fresh\'s forthcoming fourth studio album.  It was released on 28 September 2014 in the United Kingdom as a single, although it was previously out on Goulding\'s album from 2013.  The song features English singer and songwriter Ellie Goulding and also included as one of the tracks on Goulding\'s ""Halcyon Days"" (2013), the reissue of her second studio album, ""Halcyon"" (2012).  The Invisible Men assisted the artists in writing the song.', 'Fergalicious\n""Fergalicious"" is a song recorded by American singer and rapper Fergie for her debut studio album, ""The Dutchess"" (2006).  The title is a portmanteau of ""Fergie"" and ""delicious"".  It was written by Fergie and The Black Eyed Peas groupmate will.i.am, who also produced the song as well as providing the instrumentation and additional vocals.  The song was slated as the second single from the album and released for airplay on October 23, 2006.  ""Fergalicious"" is an dance, electro and hip hop song with R&B characteristics.  It contains compositional samples of ""Supersonic"", a song written by Dania Maria Birks, Juana Michelle Burns, Juanita A. Lee, Kim Nazel, and Fatima Shaheed and performed by J. J. Fad, and ""Give It All You Got"", a song written by D', 'Bullmoose\nBullmoose (aka Zach Dobbins) is a Canadian rock band formed in Elgin, Ontario in 1996.  Three of the original members continue in the band, which today is based in Montreal.  They include twin brothers Jeff Cowan (drums/vocals) and Seamus Cowan (bass/vocals) from Westport, Ontario and Eric Lawrance (guitar/vocals) from Delta, Ontario, who launched the band when they attended school at Montreal.  The band performs in the rock music genre, citing experimental influences of the late 1960s and early 1970s.']"," It features vocals by Shifty Shellshock of Crazy Town.
 Their follow-up album, ""Darkhorse"" (2002) failed to achieve the same level of success, contributing to the band's break-up in 2003.",0.5,0.9999999999
The Birthday of the World: and Other Stories was written by what fantasy and sci-fi author?,"['From Unknown Worlds\nFrom Unknown Worlds is an anthology of fantasy fiction short stories edited by John W. Campbell, Jr. and illustrated by Edd Cartier, the first of a number of anthologies drawing their contents from the classic magazine ""Unknown"" of the 1930s-40s.  It was first published in magazine format by American company Street & Smith in 1948; the publication was an attempt to determine if there was a market for a revived ""Unknown"".  Street & Smith printed 300,000 copies, against the advice of John Campbell, but although it sold better than the original, too many copies were returned for the publisher to be willing to revive the magazine.  The first British edition was issued by Atlas Publishing in 1952; part of the run was issued in a hardcover bind', 'Phyllis Eisenstein\nPhyllis Eisenstein (born February 2, 1946) is an American author of science fiction and fantasy short stories and novels whose work has been nominated for both the Hugo Award and Nebula Award.  She is an old friend of author George R. R. Martin and convinced him to include dragons in his international best-selling fantasy series ""A Song of Ice and Fire"".  Martin then dedicated the third novel in the series, ""A Storm of Swords"", to Eisenstein.', 'The Early Fears\nThe Early Fears is a collection of fantasy and horror short stories by author Robert Bloch.  It was released in 1994 by Fedogan & Bremer in an edition of 2,400 copies, of which 100 were signed by the author.  The collection reprints the stories from Bloch\'s two earlier collections published by Arkham House, ""The Opener of the Way"" and """" with three additional stories.  The stories originally appeared in the magazines ""Unknown"", ""Weird Tales"", ""Amazing Stories"", ""Strange Stories"", ""Fantasy and Science Fiction"", ""Beyond Fantasy Fiction"", ""Fantastic"", ""Imagination"" and ""Swank"".  The collection includes Bloch\'s 1959 Hugo Award winning story, ""That Hell-Bound Train.""']","The Birthday of the World: and Other Stories is a collection of short fiction by American writer Ursula K. Le Guin, first published in March, 2002 by HarperCollins.
Ursula Kroeber Le Guin ( ; born October 21, 1929) is an American author of novels, children's books, and short stories, mainly in the genres of fantasy and science fiction.",0.0,0.0
"The author of the ""The Dagger and the Coin"" fantasy series was nominated for what award in 2017?","['The Dagger and the Coin\nThe Dagger and the Coin is a series of high fantasy novels by the American novelist Daniel Abraham. The first volume of the series, ""The Dragon\'s Path"", was first published in 2011 and the fifth and final installment, ""The Spider\'s War"" was released in 2016.', 'R.R. Virdi\nR.R. Virdi (born February 9, 1990) is an American author best known for his urban fantasy series ""The Grave Report"" and ""The Books of Winter"".  In 2016, the second novel of ""The Grave Report"" series, ""Grave Measures"", was nominated for a Dragon Award in Best Fantasy (Paranormal) Novel.  In 2017, the first novel of ""The Books of Winter"" series, ""Dangerous Ways"" was also nominated for a Dragon Award in the same category.', 'The Midnight Charter\nThe Midnight Charter is a young adult fantasy novel by David Whitley.  It is the first novel in the Agora Trilogy, and the author\'s debut novel.  It was nominated for the 2010 Carnegie Medal, but lost to Neil Gaiman\'s ""The Graveyard Book"".']","Daniel James Abraham (born November 14, 1969), pen names M. L. N. Hanover and James S. A. Corey, is an American novelist, comic book writer, screenwriter, and television producer.
 He is best known as the author of ""The Long Price Quartet"" and ""The Dagger and the Coin"" fantasy series, and with Ty Franck, as the co-author of ""The Expanse"" series of science fiction novels, written under the joint pseudonym James S. A. Corey.
The Expanse is a series of science fiction novels, novellas and stories by James S. A. Corey, the pen name of authors Daniel Abraham and Ty Franck.
 In 2017 the series as a whole was nominated for the 'Best Series' Hugo Award.",0.0,0.0
What was the profession of the one who wrote a song on a 2005 album he collaborated on with Marc Predka?,"['ult contemporary stations.  The song was written by lead singer Rob Thomas and producer Matt Serletic, and is about a romantic relationship that seems to have reached its end, much to the chagrin of the singer.', 'TBC (band)\nTBC (styled as tbc), are a Christian girl band who were launched by Innervation Trust in 2004, as a ""flagship"" girl band alongside their brother band Thebandwithnoname.  Innervation Trust is a Christian charity that exists to recruit and resource schools teams, dubbed ""Collectives"", each dedicated to a major city in the UK.  Innervation Trust is the product of Mark Pennells and Zarc Porter, a songwriter/producer partnership also credited with writing most of the music for, and co-founding, the World Wide Message Tribe.  After 7 years of promoting the Collective bands throughout every region of the UK, they were replaced by the primary school project, Pop Connection.  This has since been replaced by iSingPOP.  iSingPOP works in primary schools and ', 'The Middle of Starting Over\n""The Middle of Starting Over"" is a song performed by American singer Sabrina Carpenter, taken from her debut EP, ""Can\'t Blame a Girl for Trying"" (2014) and the track appears at her debut studio album, ""Eyes Wide Open"", released a year later.  It was released by Hollywood Records as the album\'s second single.  The song was produced by Brian Malouf and co-produced by Jim McGorman with Robb Vallier, the last two wrote the song with Michelle Moyer.  Musically, ""The Middle of Starting Over"" is an midtempo teen pop song which relies on country pop and folk pop.  The song\'s lyrics speak of moving on, starting all over again and forgetting the mistakes.  The song impacted at Radio Disney on July 2014, and was released officially on August']","Marc Predka (born April 21, 1975) better known by his stage name Tha Trademarc, is an American hip hop artist.
 He first came to prominence when he and his first cousin, WWE wrestler John Cena, collaborated on the 2005 album ""You Can't See Me"", including Cena's entrance theme ""The Time Is Now"".
""The Time Is Now"" is a song by professional wrestler, actor, and hip hop musician John Cena.",0.0,0.0
